id,domain,concept,definition_query,application_query,expected_answer
359,Common Nouns,vehicle,Define a vehicle.,Does a bus qualify as a vehicle?,yes
360,Procedural Concepts,protocol,Define a protocol.,Does a emotion qualify as a protocol?,no
361,Common Nouns,vehicle,Define a vehicle.,Does a car qualify as a vehicle?,yes
362,Procedural Concepts,algorithm,Define a algorithm.,Does a search procedure qualify as a algorithm?,yes
363,Common Nouns,fruit,Define a fruit.,Is a apple a fruit?,yes
364,Scientific Concepts,mammal,Define a mammal.,Does a frog qualify as a mammal?,no
365,Scientific Concepts,acid,Define a acid.,Is a water a acid?,no
366,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
367,Common Nouns,vehicle,Define a vehicle.,Does a tree qualify as a vehicle?,no
368,Common Nouns,bird,Define a bird.,Is a eagle a bird?,yes
369,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
370,Procedural Concepts,protocol,Define a protocol.,Is a TCP a protocol?,yes
371,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
372,Procedural Concepts,algorithm,Define a algorithm.,Is a random guessing a algorithm?,no
373,Procedural Concepts,algorithm,Define a algorithm.,Does a search procedure qualify as a algorithm?,yes
374,Procedural Concepts,algorithm,Define a algorithm.,Is a random guessing a algorithm?,no
375,Procedural Concepts,algorithm,Define a algorithm.,Does a search procedure qualify as a algorithm?,yes
376,Common Nouns,bird,Define a bird.,Does a eagle qualify as a bird?,yes
377,Procedural Concepts,protocol,Define a protocol.,Does a TCP qualify as a protocol?,yes
378,Procedural Concepts,protocol,Define a protocol.,Is a HTTP a protocol?,yes
379,Procedural Concepts,algorithm,Define a algorithm.,Does a random guessing qualify as a algorithm?,no
380,Common Nouns,bird,Define a bird.,Does a lizard qualify as a bird?,no
381,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
382,Scientific Concepts,acid,Define a acid.,Does a water qualify as a acid?,no
383,Procedural Concepts,algorithm,Define a algorithm.,Does a random guessing qualify as a algorithm?,no
384,Common Nouns,vehicle,Define a vehicle.,Is a house a vehicle?,no
385,Scientific Concepts,mammal,Define a mammal.,Does a whale qualify as a mammal?,yes
386,Procedural Concepts,algorithm,Define a algorithm.,Is a sorting algorithm a algorithm?,yes
387,Scientific Concepts,acid,Define a acid.,Does a water qualify as a acid?,no
388,Common Nouns,fruit,Define a fruit.,Is a chair a fruit?,no
389,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
390,Scientific Concepts,mammal,Define a mammal.,Is a whale a mammal?,yes
391,Common Nouns,fruit,Define a fruit.,Is a chair a fruit?,no
392,Scientific Concepts,mammal,Define a mammal.,Does a whale qualify as a mammal?,yes
393,Common Nouns,vehicle,Define a vehicle.,Is a car a vehicle?,yes
394,Procedural Concepts,algorithm,Define a algorithm.,Is a sorting algorithm a algorithm?,yes
395,Scientific Concepts,mammal,Define a mammal.,Does a snake qualify as a mammal?,no
396,Scientific Concepts,acid,Define a acid.,Is a salt a acid?,no
397,Scientific Concepts,mammal,Define a mammal.,Is a frog a mammal?,no
398,Common Nouns,fruit,Define a fruit.,Is a apple a fruit?,yes
399,Scientific Concepts,mammal,Define a mammal.,Is a dog a mammal?,yes
400,Common Nouns,bird,Define a bird.,Is a lizard a bird?,no
401,Procedural Concepts,algorithm,Define a algorithm.,Does a infinite loop qualify as a algorithm?,no
402,Scientific Concepts,acid,Define a acid.,Does a water qualify as a acid?,no
403,Procedural Concepts,algorithm,Define a algorithm.,Does a random guessing qualify as a algorithm?,no
404,Common Nouns,bird,Define a bird.,Is a cat a bird?,no
405,Procedural Concepts,algorithm,Define a algorithm.,Does a random guessing qualify as a algorithm?,no
406,Common Nouns,bird,Define a bird.,Does a lizard qualify as a bird?,no
407,Scientific Concepts,mammal,Define a mammal.,Is a whale a mammal?,yes
408,Scientific Concepts,mammal,Define a mammal.,Does a frog qualify as a mammal?,no
409,Common Nouns,fruit,Define a fruit.,Does a chair qualify as a fruit?,no
410,Common Nouns,vehicle,Define a vehicle.,Does a bus qualify as a vehicle?,yes
411,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
412,Common Nouns,bird,Define a bird.,Does a cat qualify as a bird?,no
413,Common Nouns,bird,Define a bird.,Is a sparrow a bird?,yes
414,Procedural Concepts,protocol,Define a protocol.,Does a HTTP qualify as a protocol?,yes
415,Procedural Concepts,algorithm,Define a algorithm.,Is a random guessing a algorithm?,no
416,Scientific Concepts,mammal,Define a mammal.,Is a whale a mammal?,yes
417,Scientific Concepts,acid,Define a acid.,Does a salt qualify as a acid?,no
418,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
419,Procedural Concepts,algorithm,Define a algorithm.,Is a search procedure a algorithm?,yes
420,Procedural Concepts,protocol,Define a protocol.,Is a TCP a protocol?,yes
421,Scientific Concepts,mammal,Define a mammal.,Does a whale qualify as a mammal?,yes
422,Common Nouns,fruit,Define a fruit.,Does a rock qualify as a fruit?,no
423,Scientific Concepts,acid,Define a acid.,Does a hydrochloric acid qualify as a acid?,yes
424,Scientific Concepts,mammal,Define a mammal.,Does a dog qualify as a mammal?,yes
425,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
426,Common Nouns,bird,Define a bird.,Is a sparrow a bird?,yes
427,Scientific Concepts,mammal,Define a mammal.,Is a frog a mammal?,no
428,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
429,Common Nouns,bird,Define a bird.,Does a cat qualify as a bird?,no
430,Common Nouns,fruit,Define a fruit.,Does a apple qualify as a fruit?,yes
431,Procedural Concepts,protocol,Define a protocol.,Does a TCP qualify as a protocol?,yes
432,Scientific Concepts,acid,Define a acid.,Does a sulfuric acid qualify as a acid?,yes
433,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
434,Scientific Concepts,acid,Define a acid.,Is a sulfuric acid a acid?,yes
435,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
436,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
437,Common Nouns,bird,Define a bird.,Is a eagle a bird?,yes
438,Scientific Concepts,mammal,Define a mammal.,Is a frog a mammal?,no
439,Scientific Concepts,mammal,Define a mammal.,Does a whale qualify as a mammal?,yes
440,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
441,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
442,Common Nouns,bird,Define a bird.,Is a eagle a bird?,yes
443,Procedural Concepts,algorithm,Define a algorithm.,Does a sorting algorithm qualify as a algorithm?,yes
444,Procedural Concepts,protocol,Define a protocol.,Is a weather a protocol?,no
445,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
446,Scientific Concepts,acid,Define a acid.,Does a salt qualify as a acid?,no
447,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
448,Common Nouns,fruit,Define a fruit.,Does a apple qualify as a fruit?,yes
449,Procedural Concepts,protocol,Define a protocol.,Is a TCP a protocol?,yes
450,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
451,Common Nouns,bird,Define a bird.,Does a cat qualify as a bird?,no
452,Procedural Concepts,algorithm,Define a algorithm.,Does a search procedure qualify as a algorithm?,yes
453,Scientific Concepts,acid,Define a acid.,Does a salt qualify as a acid?,no
454,Scientific Concepts,mammal,Define a mammal.,Does a whale qualify as a mammal?,yes
455,Procedural Concepts,protocol,Define a protocol.,Does a HTTP qualify as a protocol?,yes
456,Procedural Concepts,protocol,Define a protocol.,Does a HTTP qualify as a protocol?,yes
457,Common Nouns,fruit,Define a fruit.,Is a chair a fruit?,no
458,Scientific Concepts,mammal,Define a mammal.,Does a dog qualify as a mammal?,yes
459,Procedural Concepts,protocol,Define a protocol.,Is a HTTP a protocol?,yes
460,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
461,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
462,Scientific Concepts,acid,Define a acid.,Does a water qualify as a acid?,no
463,Scientific Concepts,acid,Define a acid.,Does a sulfuric acid qualify as a acid?,yes
464,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
465,Procedural Concepts,algorithm,Define a algorithm.,Is a sorting algorithm a algorithm?,yes
466,Common Nouns,fruit,Define a fruit.,Is a rock a fruit?,no
467,Common Nouns,fruit,Define a fruit.,Does a apple qualify as a fruit?,yes
468,Scientific Concepts,mammal,Define a mammal.,Is a whale a mammal?,yes
469,Common Nouns,vehicle,Define a vehicle.,Does a car qualify as a vehicle?,yes
470,Common Nouns,fruit,Define a fruit.,Does a apple qualify as a fruit?,yes
471,Scientific Concepts,mammal,Define a mammal.,Is a frog a mammal?,no
472,Scientific Concepts,mammal,Define a mammal.,Is a frog a mammal?,no
473,Procedural Concepts,algorithm,Define a algorithm.,Is a sorting algorithm a algorithm?,yes
474,Scientific Concepts,acid,Define a acid.,Is a salt a acid?,no
475,Procedural Concepts,protocol,Define a protocol.,Is a emotion a protocol?,no
476,Common Nouns,vehicle,Define a vehicle.,Is a car a vehicle?,yes
477,Common Nouns,vehicle,Define a vehicle.,Is a house a vehicle?,no
478,Common Nouns,fruit,Define a fruit.,Does a rock qualify as a fruit?,no
479,Procedural Concepts,algorithm,Define a algorithm.,Does a infinite loop qualify as a algorithm?,no
480,Procedural Concepts,protocol,Define a protocol.,Is a weather a protocol?,no
481,Scientific Concepts,acid,Define a acid.,Does a sulfuric acid qualify as a acid?,yes
482,Procedural Concepts,algorithm,Define a algorithm.,Does a sorting algorithm qualify as a algorithm?,yes
483,Common Nouns,vehicle,Define a vehicle.,Is a bus a vehicle?,yes
484,Scientific Concepts,mammal,Define a mammal.,Is a dog a mammal?,yes
485,Procedural Concepts,protocol,Define a protocol.,Is a TCP a protocol?,yes
486,Common Nouns,vehicle,Define a vehicle.,Does a tree qualify as a vehicle?,no
487,Scientific Concepts,mammal,Define a mammal.,Does a dog qualify as a mammal?,yes
488,Scientific Concepts,acid,Define a acid.,Does a salt qualify as a acid?,no
489,Procedural Concepts,protocol,Define a protocol.,Does a emotion qualify as a protocol?,no
490,Scientific Concepts,acid,Define a acid.,Is a hydrochloric acid a acid?,yes
491,Common Nouns,bird,Define a bird.,Does a lizard qualify as a bird?,no
492,Procedural Concepts,algorithm,Define a algorithm.,Does a search procedure qualify as a algorithm?,yes
493,Scientific Concepts,mammal,Define a mammal.,Does a frog qualify as a mammal?,no
494,Scientific Concepts,acid,Define a acid.,Is a water a acid?,no
495,Scientific Concepts,mammal,Define a mammal.,Does a snake qualify as a mammal?,no
496,Procedural Concepts,protocol,Define a protocol.,Does a HTTP qualify as a protocol?,yes
497,Common Nouns,fruit,Define a fruit.,Is a apple a fruit?,yes
498,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
499,Common Nouns,fruit,Define a fruit.,Is a banana a fruit?,yes
500,Procedural Concepts,protocol,Define a protocol.,Does a weather qualify as a protocol?,no
501,Scientific Concepts,acid,Define a acid.,Does a hydrochloric acid qualify as a acid?,yes
502,Common Nouns,bird,Define a bird.,Does a sparrow qualify as a bird?,yes
503,Procedural Concepts,algorithm,Define a algorithm.,Is a search procedure a algorithm?,yes
504,Common Nouns,vehicle,Define a vehicle.,Is a tree a vehicle?,no
505,Common Nouns,bird,Define a bird.,Does a cat qualify as a bird?,no
506,Procedural Concepts,protocol,Define a protocol.,Is a HTTP a protocol?,yes
507,Scientific Concepts,mammal,Define a mammal.,Does a dog qualify as a mammal?,yes
508,Scientific Concepts,acid,Define a acid.,Is a salt a acid?,no
509,Common Nouns,fruit,Define a fruit.,Is a apple a fruit?,yes
510,Procedural Concepts,algorithm,Define a algorithm.,Does a sorting algorithm qualify as a algorithm?,yes
511,Scientific Concepts,acid,Define a acid.,Does a water qualify as a acid?,no
512,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
513,Scientific Concepts,mammal,Define a mammal.,Does a dog qualify as a mammal?,yes
514,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
515,Common Nouns,vehicle,Define a vehicle.,Does a house qualify as a vehicle?,no
516,Common Nouns,vehicle,Define a vehicle.,Is a bus a vehicle?,yes
517,Common Nouns,vehicle,Define a vehicle.,Does a house qualify as a vehicle?,no
518,Scientific Concepts,mammal,Define a mammal.,Does a snake qualify as a mammal?,no
519,Common Nouns,fruit,Define a fruit.,Is a apple a fruit?,yes
520,Procedural Concepts,algorithm,Define a algorithm.,Is a random guessing a algorithm?,no
521,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
522,Common Nouns,bird,Define a bird.,Does a lizard qualify as a bird?,no
523,Procedural Concepts,algorithm,Define a algorithm.,Is a sorting algorithm a algorithm?,yes
524,Procedural Concepts,algorithm,Define a algorithm.,Does a sorting algorithm qualify as a algorithm?,yes
525,Common Nouns,bird,Define a bird.,Is a eagle a bird?,yes
526,Scientific Concepts,acid,Define a acid.,Does a hydrochloric acid qualify as a acid?,yes
527,Common Nouns,vehicle,Define a vehicle.,Does a car qualify as a vehicle?,yes
528,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
529,Procedural Concepts,algorithm,Define a algorithm.,Is a random guessing a algorithm?,no
530,Common Nouns,vehicle,Define a vehicle.,Is a tree a vehicle?,no
531,Procedural Concepts,protocol,Define a protocol.,Does a HTTP qualify as a protocol?,yes
532,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
533,Scientific Concepts,mammal,Define a mammal.,Does a whale qualify as a mammal?,yes
534,Procedural Concepts,protocol,Define a protocol.,Does a emotion qualify as a protocol?,no
535,Procedural Concepts,algorithm,Define a algorithm.,Is a search procedure a algorithm?,yes
536,Procedural Concepts,algorithm,Define a algorithm.,Is a infinite loop a algorithm?,no
537,Common Nouns,bird,Define a bird.,Is a cat a bird?,no
538,Procedural Concepts,algorithm,Define a algorithm.,Does a sorting algorithm qualify as a algorithm?,yes
539,Procedural Concepts,protocol,Define a protocol.,Does a emotion qualify as a protocol?,no
540,Scientific Concepts,mammal,Define a mammal.,Is a snake a mammal?,no
541,Scientific Concepts,mammal,Define a mammal.,Is a whale a mammal?,yes
542,Procedural Concepts,algorithm,Define a algorithm.,Does a search procedure qualify as a algorithm?,yes
543,Scientific Concepts,acid,Define a acid.,Does a hydrochloric acid qualify as a acid?,yes
544,Common Nouns,bird,Define a bird.,Is a lizard a bird?,no
545,Scientific Concepts,mammal,Define a mammal.,Is a dog a mammal?,yes
546,Procedural Concepts,protocol,Define a protocol.,Does a TCP qualify as a protocol?,yes
547,Scientific Concepts,acid,Define a acid.,Does a water qualify as a acid?,no
548,Procedural Concepts,algorithm,Define a algorithm.,Does a random guessing qualify as a algorithm?,no
549,Common Nouns,fruit,Define a fruit.,Does a banana qualify as a fruit?,yes
550,Common Nouns,fruit,Define a fruit.,Is a banana a fruit?,yes
551,Scientific Concepts,mammal,Define a mammal.,Does a dog qualify as a mammal?,yes
552,Procedural Concepts,protocol,Define a protocol.,Does a emotion qualify as a protocol?,no
553,Scientific Concepts,mammal,Define a mammal.,Does a whale qualify as a mammal?,yes
554,Procedural Concepts,algorithm,Define a algorithm.,Does a infinite loop qualify as a algorithm?,no
555,Common Nouns,fruit,Define a fruit.,Is a rock a fruit?,no
556,Procedural Concepts,algorithm,Define a algorithm.,Is a random guessing a algorithm?,no
557,Procedural Concepts,protocol,Define a protocol.,Does a TCP qualify as a protocol?,yes
558,Procedural Concepts,algorithm,Define a algorithm.,Is a search procedure a algorithm?,yes
559,Procedural Concepts,protocol,Define a protocol.,Is a weather a protocol?,no
560,Procedural Concepts,protocol,Define a protocol.,Does a TCP qualify as a protocol?,yes
561,Common Nouns,vehicle,Define a vehicle.,Is a car a vehicle?,yes
562,Procedural Concepts,algorithm,Define a algorithm.,Does a search procedure qualify as a algorithm?,yes
